partnerID,country,region_state,day,month,year,voter_gender,voter_year_of_birth,education_level,priority1,priority2,priority3,priority4,priority5,priority6,suggested_priority
MDGsNG,Nigeria,Delta,14,3,2013,Female,2000,3,110,109,103,104,101,102,
MDGsNG,Nigeria,Delta,14,3,2013,Female,2000,3,112,106,103,101,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1999,3,106,104,108,113,101,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,2000,3,112,104,101,111,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,2001,3,104,101,111,102,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,2000,3,109,106,113,101,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,2000,3,112,109,106,104,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1999,3,112,104,101,111,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1999,3,106,104,111,102,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,2000,3,112,106,104,111,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1999,4,112,106,104,101,111,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,2000,3,106,104,113,111,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,2001,3,112,106,104,111,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1999,1,104,113,101,111,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1986,3,109,103,104,108,102,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1980,1,106,104,108,101,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1988,4,106,104,108,101,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1980,4,106,103,104,108,101,105,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1982,4,109,103,104,108,102,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1971,4,106,103,104,108,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1998,4,109,103,104,108,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1951,3,106,104,108,111,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1941,4,106,104,108,102,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1983,4,106,104,108,101,102,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1979,4,109,106,108,101,102,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1979,3,109,106,104,108,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1970,1,109,106,104,108,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1979,1,112,109,106,114,111,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1984,1,112,110,109,104,108,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1987,1,112,101,111,102,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1996,1,110,104,108,101,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1988,1,106,104,111,102,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,2000,1,106,104,101,111,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1999,1,106,104,101,102,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,2000,1,196,104,101,102,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1999,1,106,114,104,101,102,105,
MDGsNG,Nigeria,Delta,14,3,2013,Male,2000,2,103,104,108,101,111,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1999,1,112,109,106,107,104,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,2000,2,113,101,111,102,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,2000,1,106,103,104,108,101,105,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1999,2,108,113,101,111,102,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,2000,1,109,107,101,111,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1998,1,104,108,113,111,102,105,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1987,2,112,109,104,101,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1951,2,112,106,104,101,111,105,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1985,2,109,106,104,113,111,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1990,2,106,104,101,102,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1990,2,109,106,103,104,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1983,4,106,114,104,113,111,105,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1981,4,112,114,104,111,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1973,2,109,106,114,104,113,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1979,4,106,104,101,111,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1986,3,112,110,114,108,102,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1983,3,110,103,114,104,108,102,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1958,1,110,114,108,113,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,2001,3,106,104,108,101,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1999,3,112,110,106,103,113,101,
MDGsNG,Nigeria,Delta,14,3,2013,Male,2000,3,103,104,108,111,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1993,4,106,113,101,111,102,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1993,4,109,113,101,111,102,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1993,4,109,113,101,111,102,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1993,4,112,109,106,111,102,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1993,4,112,104,111,102,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1995,1,112,106,104,113,102,105,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1983,4,106,114,104,113,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1984,3,114,104,101,111,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1984,4,112,110,109,108,113,111,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1984,3,109,103,104,108,101,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1997,3,112,106,103,104,101,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1994,3,112,106,103,104,111,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1998,3,112,106,103,104,101,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1994,3,112,106,103,104,101,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1991,1,112,106,103,104,101,105,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1993,1,112,106,103,104,101,105,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1983,3,103,104,111,102,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1978,3,103,114,104,102,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1981,3,114,104,111,102,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1983,3,114,104,101,102,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1975,1,109,106,104,101,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1986,4,106,104,108,101,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1986,4,109,104,108,101,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1992,3,110,109,106,103,111,102,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1985,2,112,110,109,108,113,111,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1990,3,110,109,106,103,114,113,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1985,1,110,106,114,113,101,102,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1978,1,112,110,106,108,101,111,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1958,2,110,109,107,114,111,105,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1987,3,109,106,114,113,102,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1986,2,110,109,106,103,114,113,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1978,1,112,110,106,108,101,111,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1933,3,112,110,106,104,113,111,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1989,3,112,109,106,108,113,101,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1991,1,103,104,113,111,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1941,4,106,104,113,102,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1955,2,112,106,104,113,111,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1961,2,106,104,113,111,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1946,1,112,104,113,101,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1955,4,109,113,101,111,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1952,3,112,106,104,113,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1962,2,106,104,113,101,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1958,4,112,106,104,101,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1930,1,112,106,103,101,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1931,4,112,6,104,101,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1943,4,106,104,113,111,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1952,3,106,104,113,101,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1940,1,106,104,113,111,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1954,4,112,106,104,113,101,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1950,2,106,104,113,111,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1957,4,106,104,113,111,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1942,4,112,106,104,113,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1956,4,106,104,113,101,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1962,2,112,106,104,113,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1951,4,106,103,104,113,101,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1963,4,112,109,107,114,108,101,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1977,1,112,106,103,107,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1973,4,106,103,107,101,111,105,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1966,4,107,113,101,111,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1974,2,112,106,107,104,101,105,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1964,2,112,110,103,108,102,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1967,2,109,103,114,108,111,105,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1971,2,110,106,114,108,113,102,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1977,3,112,103,114,108,113,101,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1970,2,112,106,103,114,101,105,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1976,3,112,110,107,113,111,102,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1963,4,112,109,103,108,111,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1976,4,106,114,108,113,101,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1965,3,106,103,104,101,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1964,1,103,107,101,102,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1972,1,112,106,103,107,101,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1963,1,112,106,103,107,101,105,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1977,4,112,106,107,114,101,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1976,2,112,106,107,108,101,105,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1975,1,112,107,114,108,101,111,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1970,2,106,103,107,114,108,105,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1964,3,109,107,104,101,111,105,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1974,1,106,114,101,102,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1973,2,112,107,114,108,101,111,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1965,1,112,107,114,108,101,111,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1968,2,109,107,108,113,101,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1976,2,106,107,114,108,113,111,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1970,2,122,114,108,113,111,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1971,1,112,106,101,111,102,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1993,2,110,106,104,101,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1963,3,112,106,104,101,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1981,1,106,104,101,102,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1989,1,106,104,101,102,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1977,2,112,106,104,101,102,105,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1954,2,112,106,104,101,111,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1987,3,106,104,101,111,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1987,1,106,104,101,102,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1995,2,112,106,114,111,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1983,3,112,107,104,101,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1979,2,112,103,114,104,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1965,2,112,110,109,104,108,111,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1987,1,106,104,101,102,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1985,1,109,106,104,101,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1989,3,106,104,101,102,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1985,4,112,106,104,101,111,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1994,2,110,106,103,104,113,101,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1956,3,112,110,103,104,113,111,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1994,3,112,106,104,101,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1972,4,112,106,104,101,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1987,2,112,106,104,101,102,105,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1977,4,112,106,104,101,111,102,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1992,3,112,109,104,101,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1983,2,112,106,104,101,111,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1990,3,112,106,104,101,111,105,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1983,4,112,106,104,101,102,105,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1985,1,112,109,106,104,101,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1987,4,112,106,114,101,102,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1983,2,112,109,114,104,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1979,2,106,104,101,102,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1986,2,112,110,109,104,113,111,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1986,4,112,106,104,102,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1965,2,112,104,108,101,111,105,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1956,3,112,110,106,104,102,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1983,4,112,110,106,104,111,105,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1968,4,112,109,104,101,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1994,3,112,110,109,107,104,113,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1987,3,110,109,103,107,104,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1991,3,112,110,109,103,107,111,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1978,4,106,104,101,111,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1983,4,112,103,104,111,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1992,2,106,114,101,102,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1983,4,112,106,113,111,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1986,2,109,104,101,111,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1988,3,112,109,104,113,101,111,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1968,2,106,104,101,102,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1968,3,106,104,113,111,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1961,1,112,110,109,107,113,111,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1988,1,106,104,101,111,102,105,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1993,2,106,104,113,111,102,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1992,3,112,110,109,107,113,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1986,4,112,106,104,101,111,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1976,3,109,106,104,113,111,105,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1991,3,112,110,109,107,111,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1986,1,106,104,101,111,102,105,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1955,1,112,110,109,107,104,113,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1988,2,112,110,106,107,104,111,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1979,2,112,110,103,107,114,104,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1989,1,112,110,109,104,113,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1998,2,112,110,113,101,102,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1991,3,104,108,113,101,102,105,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1995,2,112,110,109,104,113,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1997,2,109,107,104,108,113,111,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1997,1,112,110,107,104,113,105,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1961,1,112,106,104,101,102,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1981,2,112,110,104,108,113,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1986,2,112,110,107,104,108,111,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1997,2,112,110,109,108,101,102,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1986,2,106,104,101,111,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1983,1,106,104,101,102,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1985,1,106,104,101,102,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1989,2,110,109,106,103,114,113,
MDGsNG,Nigeria,Delta,14,3,2013,Male,1993,2,112,110,109,107,104,111,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1987,2,112,106,101,111,102,105,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1964,3,112,109,106,113,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1975,1,106,104,108,111,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1988,1,112,106,103,114,104,105,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1984,4,112,106,114,104,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1992,4,106,104,113,111,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1995,3,112,108,101,111,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1996,3,109,107,104,101,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1987,3,112,109,106,104,101,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1991,4,106,104,113,111,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1975,4,109,106,104,113,111,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1993,4,104,108,101,102,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1983,4,103,104,108,101,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1973,4,106,104,108,111,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1997,3,112,109,106,114,108,105,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1981,4,112,106,104,101,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1984,4,112,106,104,101,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1994,3,112,106,114,101,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1957,1,112,106,103,104,108,101,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1992,1,112,106,104,101,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1966,2,112,106,104,108,101,105,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1975,3,109,106,103,104,108,101,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1994,3,106,103,104,101,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1970,2,109,106,103,104,101,105,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1962,2,112,106,103,104,108,101,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1989,2,112,103,104,113,101,105,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1997,3,103,104,108,101,111,105,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1982,3,112,106,104,101,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1953,4,112,109,106,104,113,101,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1967,3,112,106,103,104,108,101,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1986,4,112,106,104,108,101,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1994,3,103,101,111,102,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1954,2,112,109,106,103,104,101,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1990,3,109,103,114,108,111,105,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1974,4,112,106,104,101,111,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1995,3,109,103,108,101,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1981,3,112,106,104,108,101,105,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1994,3,112,109,106,108,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1971,3,106,103,104,108,101,111,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1986,2,103,104,108,101,111,105,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1949,4,112,109,106,104,113,101,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1978,4,103,107,104,108,101,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1966,3,107,114,104,108,113,105,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1971,1,103,114,104,108,101,105,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1951,4,106,103,104,108,101,105,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1957,2,109,103,107,114,104,101,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1944,1,110,103,114,104,108,101,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1947,4,109,103,104,108,101,105,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1964,2,108,113,101,102,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1975,3,103,104,108,101,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1987,3,103,107,104,108,101,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1982,4,112,103,104,108,101,105,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1952,1,109,103,104,108,101,102,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1975,4,106,103,114,104,108,101,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1960,4,109,103,114,104,108,105,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1954,1,109,103,104,108,101,102,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1983,4,104,108,101,111,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1977,4,112,106,114,108,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1970,2,106,103,104,108,101,105,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1981,3,109,106,103,107,114,104,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1979,3,103,104,108,101,111,105,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1966,2,112,106,103,104,108,101,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1990,3,112,106,103,104,108,101,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1965,3,109,106,103,104,108,101,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1953,1,112,106,103,104,108,101,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1978,3,109,106,103,104,108,101,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1970,3,109,106,103,104,101,111,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1985,3,109,106,103,108,101,105,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1996,3,109,106,104,108,101,105,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1980,4,112,106,103,104,108,101,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1974,3,112,103,104,108,101,105,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1966,3,109,106,103,104,108,101,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1983,3,106,103,104,113,101,105,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1950,1,109,103,104,101,111,102,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1973,2,109,106,103,104,101,111,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1955,1,109,107,103,104,108,101,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1981,4,109,106,103,104,101,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1956,1,106,103,104,108,101,111,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1989,3,109,103,104,101,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1965,4,109,103,104,108,101,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1995,3,109,103,104,101,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1970,2,106,103,104,108,101,105,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1955,1,109,106,103,104,108,101,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1964,2,106,103,104,108,101,105,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1988,3,103,104,108,101,105,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1965,4,106,103,104,108,101,115,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1960,3,106,103,104,108,101,105,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1982,3,106,103,104,108,101,105,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1955,4,112,106,104,108,101,105,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1966,3,112,103,104,108,101,105,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1984,3,109,106,103,104,108,101,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1987,3,106,103,104,108,101,105,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1996,3,109,106,103,104,108,101,
MDGsNG,Nigeria,Delta,14,3,2013,Female,1987,2,112,106,103,104,108,101,
